entry,at,order
"""Stan @ lwiW-t2sVv"" folds",2020-05-26T05:18:32.601Z,159047031261079
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:18:26.560Z,159047030656682
"""kazi @ UjmlTJJY4O"" raises with 507",2020-05-26T05:18:24.596Z,159047030460365
"""Hairuo @ 2TqO4yld6n"" checks",2020-05-26T05:18:11.855Z,159047029186282
"""Stan @ lwiW-t2sVv"" checks",2020-05-26T05:18:10.890Z,159047029089779
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:18:01.874Z,159047028188330
"flop:  [K♦, Q♠, 6♦]",2020-05-26T05:17:59.533Z,159047027954126
"""Stan @ lwiW-t2sVv"" checks",2020-05-26T05:17:58.621Z,159047027863327
"""malus @ 8ncrrd9vZR"" calls with 20",2020-05-26T05:17:57.660Z,159047027766842
"""kazi @ UjmlTJJY4O"" calls with 20",2020-05-26T05:17:56.694Z,159047027670200
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T05:17:55.233Z,159047027524120
"""Hairuo @ 2TqO4yld6n"" calls with 20",2020-05-26T05:17:52.258Z,159047027226599
"""JX @ FyGMR6dWT2"" folds",2020-05-26T05:17:48.033Z,159047026804048
"""Stan @ lwiW-t2sVv"" posts a missing small blind of 10",2020-05-26T05:17:44.736Z,159047026474460
"""Stan @ lwiW-t2sVv"" posts a big blind of 20",2020-05-26T05:17:44.736Z,159047026474459
"""malus @ 8ncrrd9vZR"" posts a small blind of 10",2020-05-26T05:17:44.736Z,159047026474458
"-- starting hand #74 (dealer: ""kazi @ UjmlTJJY4O"") --",2020-05-26T05:17:44.736Z,159047026474442
"The player ""Stan @ lwiW-t2sVv"" joined the game with a stack of 5500.",2020-05-26T05:17:44.736Z,159047026474436
"""malus @ 8ncrrd9vZR"" shows a 9♣, 3♥.",2020-05-26T05:17:38.711Z,159047025871864
"""Hairuo @ 2TqO4yld6n"" shows a 7♠, 5♣.",2020-05-26T05:17:37.749Z,159047025776855
"-- ending hand #73 --",2020-05-26T05:17:36.189Z,159047025620006
"""Han @ 3hG8ljWG9A"" wins 476 with Pair, Q's (hand: Q♣, 6♥)",2020-05-26T05:17:36.189Z,159047025620001
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T05:17:35.281Z,159047025528839
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:17:33.213Z,159047025322098
"river: 8♠, 3♣, Q♥, 10♥ [7♥]",2020-05-26T05:17:30.642Z,159047025065859
"""Han @ 3hG8ljWG9A"" calls with 103",2020-05-26T05:17:29.731Z,159047024973895
"""malus @ 8ncrrd9vZR"" raises with 103",2020-05-26T05:17:27.728Z,159047024773505
"turn: 8♠, 3♣, Q♥ [10♥]",2020-05-26T05:17:08.642Z,159047022865074
"""kazi @ UjmlTJJY4O"" folds",2020-05-26T05:17:07.229Z,159047022723870
"""Han @ 3hG8ljWG9A"" calls with 90",2020-05-26T05:16:58.698Z,159047021870480
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T05:16:55.888Z,159047021589860
"""malus @ 8ncrrd9vZR"" raises with 90",2020-05-26T05:16:49.946Z,159047020995418
"""kazi @ UjmlTJJY4O"" checks",2020-05-26T05:16:44.752Z,159047020476021
"flop:  [8♠, 3♣, Q♥]",2020-05-26T05:16:41.089Z,159047020109790
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:16:40.179Z,159047020018645
"""kazi @ UjmlTJJY4O"" calls with 20",2020-05-26T05:16:39.212Z,159047019921998
"""Han @ 3hG8ljWG9A"" calls with 20",2020-05-26T05:16:38.261Z,159047019826941
"The player ""Stan @ lwiW-t2sVv"" sit back with the stack of 5500.",2020-05-26T05:16:35.490Z,159047019549775
"""Hairuo @ 2TqO4yld6n"" checks",2020-05-26T05:16:35.430Z,159047019543756
"""JX @ FyGMR6dWT2"" folds",2020-05-26T05:16:32.198Z,159047019220636
"""Hairuo @ 2TqO4yld6n"" posts a missed big blind of 20",2020-05-26T05:16:29.410Z,159047018941930
"""Hairuo @ 2TqO4yld6n"" posts a missing small blind of 10",2020-05-26T05:16:29.410Z,159047018941928
"""malus @ 8ncrrd9vZR"" posts a big blind of 20",2020-05-26T05:16:29.410Z,159047018941927
"""kazi @ UjmlTJJY4O"" posts a small blind of 10",2020-05-26T05:16:29.410Z,159047018941926
"-- starting hand #73 (dealer: ""Han @ 3hG8ljWG9A"") --",2020-05-26T05:16:29.410Z,159047018941914
"The player ""Hairuo @ 2TqO4yld6n"" joined the game with a stack of 1630.",2020-05-26T05:16:29.410Z,159047018941909
"""kazi @ UjmlTJJY4O"" shows a 9♥, 8♠.",2020-05-26T05:16:26.444Z,159047018645161
"""Han @ 3hG8ljWG9A"" shows a 9♠, 4♥.",2020-05-26T05:16:25.576Z,159047018558384
"""malus @ 8ncrrd9vZR"" shows a 5♥, 6♣.",2020-05-26T05:16:25.480Z,159047018548754
"-- ending hand #72 --",2020-05-26T05:16:22.862Z,159047018287042
"""Han @ 3hG8ljWG9A"" gained 80",2020-05-26T05:16:22.862Z,159047018287037
"""JX @ FyGMR6dWT2"" folds",2020-05-26T05:16:21.454Z,159047018146744
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:16:19.992Z,159047018000086
"""kazi @ UjmlTJJY4O"" folds",2020-05-26T05:16:18.521Z,159047017852943
"""Han @ 3hG8ljWG9A"" raises with 444",2020-05-26T05:16:06.915Z,159047016692528
"river: K♦, K♠, 10♦, 2♦ [4♠]",2020-05-26T05:15:57.512Z,159047015752077
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:15:56.602Z,159047015661014
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:15:54.088Z,159047015409875
"""kazi @ UjmlTJJY4O"" checks",2020-05-26T05:15:53.123Z,159047015313046
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T05:15:45.800Z,159047014580776
"turn: K♦, K♠, 10♦ [2♦]",2020-05-26T05:15:44.447Z,159047014445570
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:15:43.538Z,159047014354543
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:15:42.572Z,159047014258007
"""kazi @ UjmlTJJY4O"" checks",2020-05-26T05:15:41.601Z,159047014160888
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T05:15:39.249Z,159047013925639
"flop:  [K♦, K♠, 10♦]",2020-05-26T05:15:36.978Z,159047013698516
"""kazi @ UjmlTJJY4O"" checks",2020-05-26T05:15:36.071Z,159047013607881
"""Han @ 3hG8ljWG9A"" calls with 20",2020-05-26T05:15:29.216Z,159047012922376
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T05:15:27.398Z,159047012740559
"""malus @ 8ncrrd9vZR"" calls with 20",2020-05-26T05:15:19.466Z,159047011947351
"""kazi @ UjmlTJJY4O"" posts a big blind of 20",2020-05-26T05:15:16.270Z,159047011627820
"""Han @ 3hG8ljWG9A"" posts a small blind of 10",2020-05-26T05:15:16.270Z,159047011627819
"-- starting hand #72 (dealer: ""JX @ FyGMR6dWT2"") --",2020-05-26T05:15:16.270Z,159047011627764
"The player ""kazi @ UjmlTJJY4O"" joined the game with a stack of 2000.",2020-05-26T05:15:16.270Z,159047011627756
"-- ending hand #71 --",2020-05-26T05:15:09.737Z,159047010974438
"""JX @ FyGMR6dWT2"" wins 4030 with Two Pair, A's & 3's (hand: A♠, K♥)",2020-05-26T05:15:09.737Z,159047010974432
"""malus @ 8ncrrd9vZR"" calls with 1000",2020-05-26T05:15:08.830Z,159047010883785
"""JX @ FyGMR6dWT2"" raises with 1000",2020-05-26T05:15:06.879Z,159047010688810
"river: 3♦, 10♠, 3♥, 6♥ [A♥]",2020-05-26T05:15:01.934Z,159047010194549
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:15:01.012Z,159047010101939
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:14:54.411Z,159047009441874
"turn: 3♦, 10♠, 3♥ [6♥]",2020-05-26T05:14:52.437Z,159047009244563
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:14:51.527Z,159047009153491
"The admin approved the player ""kazi @ UjmlTJJY4O"" participation with a stack of 2000.",2020-05-26T05:14:50.133Z,159047009014051
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:14:49.639Z,159047008964605
"flop:  [3♦, 10♠, 3♥]",2020-05-26T05:14:47.178Z,159047008718535
"""malus @ 8ncrrd9vZR"" calls with 1000",2020-05-26T05:14:46.269Z,159047008627958
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T05:14:43.861Z,159047008386911
"""JX @ FyGMR6dWT2"" raises with 1000",2020-05-26T05:14:41.734Z,159047008174505
"The player ""Hairuo @ 2TqO4yld6n"" sit back with the stack of 1630.",2020-05-26T05:14:34.929Z,159047007493620
"The player ""Hairuo @ 2TqO4yld6n"" stand up with the stack of 1630.",2020-05-26T05:14:34.172Z,159047007418045
"The player ""Hairuo @ 2TqO4yld6n"" sit back with the stack of 1630.",2020-05-26T05:14:32.344Z,159047007235180
"""malus @ 8ncrrd9vZR"" calls with 20",2020-05-26T05:14:32.297Z,159047007230446
"""Han @ 3hG8ljWG9A"" posts a missing small blind of 10",2020-05-26T05:14:26.370Z,159047006637929
"""Han @ 3hG8ljWG9A"" posts a big blind of 20",2020-05-26T05:14:26.370Z,159047006637928
"""JX @ FyGMR6dWT2"" posts a small blind of 10",2020-05-26T05:14:26.370Z,159047006637927
"-- starting hand #71 (dealer: ""malus @ 8ncrrd9vZR"") --",2020-05-26T05:14:26.370Z,159047006637919
"The player ""Han @ 3hG8ljWG9A"" joined the game with a stack of 8638.",2020-05-26T05:14:26.370Z,159047006637915
"The player ""Han @ 3hG8ljWG9A"" sit back with the stack of 8638.",2020-05-26T05:14:23.339Z,159047006334675
"-- ending hand #70 --",2020-05-26T05:14:19.844Z,159047005985235
"""malus @ 8ncrrd9vZR"" wins 3760 with Pair, Q's (hand: K♠, Q♠)",2020-05-26T05:14:19.844Z,159047005985230
"river: Q♥, 9♦, 10♠, 8♦ [7♥]",2020-05-26T05:14:16.824Z,159047005683098
"""JX @ FyGMR6dWT2"" shows a 7♠, 3♥.",2020-05-26T05:14:13.810Z,159047005381726
"""malus @ 8ncrrd9vZR"" shows a K♠, Q♠.",2020-05-26T05:14:13.810Z,159047005381724
"turn: Q♥, 9♦, 10♠ [8♦]",2020-05-26T05:14:13.810Z,159047005381720
"""JX @ FyGMR6dWT2"" calls with 1860",2020-05-26T05:14:12.904Z,159047005291161
"""malus @ 8ncrrd9vZR"" raises and all in with 1860",2020-05-26T05:14:08.060Z,159047004806803
"flop:  [Q♥, 9♦, 10♠]",2020-05-26T05:14:02.785Z,159047004279470
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:14:01.876Z,159047004188367
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T05:13:57.854Z,159047003786116
"""malus @ 8ncrrd9vZR"" posts a big blind of 20",2020-05-26T05:13:53.642Z,159047003365090
"""JX @ FyGMR6dWT2"" posts a small blind of 10",2020-05-26T05:13:53.642Z,159047003365089
"-- starting hand #70 (dealer: ""JX @ FyGMR6dWT2"") --",2020-05-26T05:13:53.642Z,159047003365078
"-- ending hand #69 --",2020-05-26T05:13:47.113Z,159047002712158
"""malus @ 8ncrrd9vZR"" wins 1880 with Flush, Kd High (hand: 5♦, Q♦)",2020-05-26T05:13:47.113Z,159047002712146
"river: 6♦, K♦, 9♦, J♠ [Q♥]",2020-05-26T05:13:44.100Z,159047002410799
"""JX @ FyGMR6dWT2"" shows a 8♠, 5♣.",2020-05-26T05:13:41.086Z,159047002109332
"""malus @ 8ncrrd9vZR"" shows a 5♦, Q♦.",2020-05-26T05:13:41.086Z,159047002109330
"turn: 6♦, K♦, 9♦ [J♠]",2020-05-26T05:13:41.086Z,159047002109326
"""malus @ 8ncrrd9vZR"" calls and all in with 920",2020-05-26T05:13:40.178Z,159047002018533
"""JX @ FyGMR6dWT2"" raises with 920",2020-05-26T05:13:37.506Z,159047001751324
"flop:  [6♦, K♦, 9♦]",2020-05-26T05:13:30.174Z,159047001018788
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:13:29.266Z,159047000927387
"""malus @ 8ncrrd9vZR"" calls with 20",2020-05-26T05:13:24.041Z,159047000404922
"""JX @ FyGMR6dWT2"" posts a big blind of 20",2020-05-26T05:13:19.135Z,159046999914386
"""malus @ 8ncrrd9vZR"" posts a small blind of 10",2020-05-26T05:13:19.135Z,159046999914385
"-- starting hand #69 (dealer: ""malus @ 8ncrrd9vZR"") --",2020-05-26T05:13:19.135Z,159046999914376
"-- ending hand #68 --",2020-05-26T05:13:15.620Z,159046999562701
"""JX @ FyGMR6dWT2"" gained 20",2020-05-26T05:13:15.620Z,159046999562697
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:13:14.212Z,159046999421915
"The player ""Han @ 3hG8ljWG9A"" stand up with the stack of 8638.",2020-05-26T05:12:52.753Z,159046997276361
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T05:12:52.753Z,159046997276356
"""JX @ FyGMR6dWT2"" posts a big blind of 20",2020-05-26T05:12:47.555Z,159046996756432
"""malus @ 8ncrrd9vZR"" posts a small blind of 10",2020-05-26T05:12:47.555Z,159046996756431
"-- starting hand #68 (dealer: ""Han @ 3hG8ljWG9A"") --",2020-05-26T05:12:47.555Z,159046996756418
"""malus @ 8ncrrd9vZR"" shows a 10♠, A♥.",2020-05-26T05:12:43.688Z,159046996369675
"-- ending hand #67 --",2020-05-26T05:12:43.032Z,159046996303927
"""JX @ FyGMR6dWT2"" gained 200",2020-05-26T05:12:43.032Z,159046996303922
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:12:41.623Z,159046996163068
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T05:12:40.154Z,159046996016176
"""JX @ FyGMR6dWT2"" raises with 950",2020-05-26T05:12:35.940Z,159046995595060
"""malus @ 8ncrrd9vZR"" calls with 40",2020-05-26T05:12:28.223Z,159046994823022
"""Han @ 3hG8ljWG9A"" raises with 40",2020-05-26T05:12:27.256Z,159046994726633
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T05:12:23.671Z,159046994367871
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:12:22.110Z,159046994212042
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T05:12:21.135Z,159046994114318
"river: 6♦, Q♠, 2♠, J♥ [9♦]",2020-05-26T05:12:13.351Z,159046993335798
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:12:12.443Z,159046993245028
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:12:11.478Z,159046993148656
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T05:12:09.585Z,159046992959289
"The player ""Hairuo @ 2TqO4yld6n"" stand up with the stack of 1630.",2020-05-26T05:12:08.695Z,159046992870188
"turn: 6♦, Q♠, 2♠ [J♥]",2020-05-26T05:12:07.961Z,159046992797089
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:12:07.053Z,159046992706061
"The player ""Hairuo @ 2TqO4yld6n"" sit back with the stack of 1630.",2020-05-26T05:12:06.651Z,159046992665852
"The player ""HY @ WjguWMZ0YF"" stand up with the stack of 22833.",2020-05-26T05:12:05.693Z,159046992570243
"""malus @ 8ncrrd9vZR"" checks",2020-05-26T05:12:05.417Z,159046992542707
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T05:12:01.110Z,159046992111737
"The player ""Hairuo @ 2TqO4yld6n"" stand up with the stack of 1630.",2020-05-26T05:12:00.269Z,159046992027828
"flop:  [6♦, Q♠, 2♠]",2020-05-26T05:11:58.618Z,159046991862538
"The player ""Hairuo @ 2TqO4yld6n"" sit back with the stack of 1630.",2020-05-26T05:11:58.076Z,159046991808730
"""Han @ 3hG8ljWG9A"" calls with 20",2020-05-26T05:11:57.711Z,159046991771852
"The player ""Stan @ lwiW-t2sVv"" stand up with the stack of 5500.",2020-05-26T05:11:53.948Z,159046991395582
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T05:11:53.052Z,159046991306129
"The player ""HY @ WjguWMZ0YF"" sit back with the stack of 22853.",2020-05-26T05:11:50.244Z,159046991025138
"""Stan @ lwiW-t2sVv"" folds",2020-05-26T05:11:49.110Z,159046990911818
"The player ""tony fan @ p3_IcGuTc5"" stand up with the stack of 7087.",2020-05-26T05:11:40.915Z,159046990092252
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T05:11:40.915Z,159046990092248
"The player ""HY @ WjguWMZ0YF"" stand up with the stack of 22853.",2020-05-26T05:11:40.235Z,159046990024220
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T05:11:40.144Z,159046990015183
"The player ""HY @ WjguWMZ0YF"" sit back with the stack of 22853.",2020-05-26T05:11:39.060Z,159046989906832
"""malus @ 8ncrrd9vZR"" calls with 20",2020-05-26T05:11:35.245Z,159046989525287
"The player ""HY @ WjguWMZ0YF"" stand up with the stack of 22853.",2020-05-26T05:11:34.382Z,159046989439042
"""HY @ WjguWMZ0YF"" posts a big blind of 20",2020-05-26T05:11:31.115Z,159046989113208
"""Han @ 3hG8ljWG9A"" posts a small blind of 10",2020-05-26T05:11:31.115Z,159046989113207
"Your hand is 7♠, 4♣",2020-05-26T05:11:31.115Z,159046989113202
"-- starting hand #67 (dead button) --",2020-05-26T05:11:31.115Z,159046989113191
"""malus @ 8ncrrd9vZR"" shows a 9♥, 3♥.",2020-05-26T05:11:29.251Z,159046988926028
"""tony fan @ p3_IcGuTc5"" shows a 5♣, Q♠.",2020-05-26T05:11:27.107Z,159046988711500
"""Stan @ lwiW-t2sVv"" shows a 10♣, K♠.",2020-05-26T05:11:25.600Z,159046988560704
"""HY @ WjguWMZ0YF"" shows a 3♠, A♦.",2020-05-26T05:11:25.423Z,159046988543249
"-- ending hand #66 --",2020-05-26T05:11:23.599Z,159046988360727
"""HY @ WjguWMZ0YF"" gained 310",2020-05-26T05:11:23.599Z,159046988360723
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T05:11:22.189Z,159046988219614
"""JX @ FyGMR6dWT2"" folds",2020-05-26T05:11:20.729Z,159046988073690
"""Stan @ lwiW-t2sVv"" folds",2020-05-26T05:11:19.266Z,159046987927336
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:11:07.407Z,159046986741519
"""HY @ WjguWMZ0YF"" raises with 8698",2020-05-26T05:11:05.021Z,159046986503454
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T05:11:01.768Z,159046986177564
"flop:  [7♠, A♠, 2♠]",2020-05-26T05:10:58.689Z,159046985869706
"""Han @ 3hG8ljWG9A"" calls with 60",2020-05-26T05:10:57.782Z,159046985778964
"""JX @ FyGMR6dWT2"" calls with 60",2020-05-26T05:10:55.326Z,159046985533357
"""Stan @ lwiW-t2sVv"" calls with 60",2020-05-26T05:10:52.539Z,159046985255122
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T05:10:51.081Z,159046985108894
"""malus @ 8ncrrd9vZR"" calls with 60",2020-05-26T05:10:50.127Z,159046985013511
"""HY @ WjguWMZ0YF"" raises with 60",2020-05-26T05:10:46.539Z,159046984654654
"The player ""Hairuo @ 2TqO4yld6n"" stand up with the stack of 1640.",2020-05-26T05:10:32.824Z,159046983283206
"""Han @ 3hG8ljWG9A"" posts a big blind of 20",2020-05-26T05:10:29.384Z,159046982939170
"""Hairuo @ 2TqO4yld6n"" posts a small blind of 10",2020-05-26T05:10:29.384Z,159046982939169
"Your hand is 5♣, Q♠",2020-05-26T05:10:29.384Z,159046982939163
"-- starting hand #66 (dealer: ""JX @ FyGMR6dWT2"") --",2020-05-26T05:10:29.384Z,159046982939150
"The player ""Hairuo @ 2TqO4yld6n"" sit back with the stack of 1640.",2020-05-26T05:10:28.721Z,159046982872825
"The player ""Hairuo @ 2TqO4yld6n"" stand up with the stack of 1640.",2020-05-26T05:10:28.417Z,159046982842379
"The player ""Hairuo @ 2TqO4yld6n"" sit back with the stack of 1640.",2020-05-26T05:10:26.888Z,159046982689625
"The player ""Hairuo @ 2TqO4yld6n"" stand up with the stack of 1640.",2020-05-26T05:10:26.581Z,159046982658818
"The player ""Hairuo @ 2TqO4yld6n"" sit back with the stack of 1640.",2020-05-26T05:10:25.726Z,159046982573267
"-- ending hand #65 --",2020-05-26T05:10:22.857Z,159046982286623
"""Han @ 3hG8ljWG9A"" shows a J♠, K♠.",2020-05-26T05:10:22.857Z,159046982286621
"""JX @ FyGMR6dWT2"" wins 8222 with Flush, Kd High (hand: 8♦, K♦)",2020-05-26T05:10:22.857Z,159046982286616
"""JX @ FyGMR6dWT2"" calls with 1694",2020-05-26T05:10:21.949Z,159046982195719
"""tony fan @ p3_IcGuTc5"" calls with 1694",2020-05-26T05:10:20.493Z,159046982050078
"""Han @ 3hG8ljWG9A"" raises with 1694",2020-05-26T05:10:16.976Z,159046981698277
"The player ""Hairuo @ 2TqO4yld6n"" stand up with the stack of 1640.",2020-05-26T05:10:13.515Z,159046981352547
"""JX @ FyGMR6dWT2"" raises with 500",2020-05-26T05:10:06.666Z,159046980667420
"river: K♣, J♦, A♥, 5♦ [4♦]",2020-05-26T05:10:00.876Z,159046980088618
"""tony fan @ p3_IcGuTc5"" calls with 500",2020-05-26T05:09:59.966Z,159046979997390
"""Han @ 3hG8ljWG9A"" calls with 500",2020-05-26T05:09:56.813Z,159046979682098
"""JX @ FyGMR6dWT2"" raises with 500",2020-05-26T05:09:54.731Z,159046979473916
"turn: K♣, J♦, A♥ [5♦]",2020-05-26T05:09:48.811Z,159046978881832
"""Stan @ lwiW-t2sVv"" folds",2020-05-26T05:09:47.403Z,159046978741054
"""tony fan @ p3_IcGuTc5"" calls with 500",2020-05-26T05:09:41.394Z,159046978140155
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:09:39.941Z,159046977994845
"""Han @ 3hG8ljWG9A"" calls with 500",2020-05-26T05:09:36.326Z,159046977633377
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T05:09:32.520Z,159046977252744
"""JX @ FyGMR6dWT2"" raises with 500",2020-05-26T05:09:28.463Z,159046976847349
"flop:  [K♣, J♦, A♥]",2020-05-26T05:09:20.836Z,159046976084329
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T05:09:19.928Z,159046975993635
"""Stan @ lwiW-t2sVv"" calls with 20",2020-05-26T05:09:16.614Z,159046975662181
"""tony fan @ p3_IcGuTc5"" calls with 20",2020-05-26T05:09:15.655Z,159046975566227
"""malus @ 8ncrrd9vZR"" calls with 20",2020-05-26T05:09:11.961Z,159046975197010
"""HY @ WjguWMZ0YF"" folds",2020-05-26T05:09:07.529Z,159046974754093
"""Han @ 3hG8ljWG9A"" calls with 20",2020-05-26T05:09:06.578Z,159046974658531
"""Hairuo @ 2TqO4yld6n"" calls with 20",2020-05-26T05:09:03.196Z,159046974320326
"The player ""hongs69hd @ LhcBZogSKG"" stand up with the stack of 4014.",2020-05-26T05:08:59.862Z,159046973986949
"""hongs69hd @ LhcBZogSKG"" posts a big blind of 20",2020-05-26T05:08:53.998Z,159046973400976
"""JX @ FyGMR6dWT2"" posts a small blind of 10",2020-05-26T05:08:53.998Z,159046973400972
"Your hand is 8♥, A♠",2020-05-26T05:08:53.998Z,159046973400862
"-- starting hand #65 (dealer: ""Stan @ lwiW-t2sVv"") --",2020-05-26T05:08:53.998Z,159046973400842
"""Han @ 3hG8ljWG9A"" shows a 3♠, 4♦.",2020-05-26T05:08:51.388Z,159046973139586
"-- ending hand #64 --",2020-05-26T05:08:46.428Z,159046972643729
"""hongs69hd @ LhcBZogSKG"" shows a K♦, A♦.",2020-05-26T05:08:46.428Z,159046972643728
"""JX @ FyGMR6dWT2"" wins 1928 with Two Pair, 6's & 4's (hand: 10♠, 6♠)",2020-05-26T05:08:46.428Z,159046972643727
"""Stan @ lwiW-t2sVv"" wins 5580 with Two Pair, Q's & 4's (hand: Q♣, J♠)",2020-05-26T05:08:46.428Z,159046972643722
"""JX @ FyGMR6dWT2"" calls with 2118",2020-05-26T05:08:45.517Z,159046972552509
"""Stan @ lwiW-t2sVv"" calls and all in with 1154",2020-05-26T05:08:43.998Z,159046972400729
"""hongs69hd @ LhcBZogSKG"" raises with 2118",2020-05-26T05:08:28.272Z,159046970827964
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:08:21.826Z,159046970183280
"""Stan @ lwiW-t2sVv"" checks",2020-05-26T05:08:19.290Z,159046969929836
"river: Q♥, 9♣, 4♥, 4♠ [6♦]",2020-05-26T05:08:16.057Z,159046969606764
"""hongs69hd @ LhcBZogSKG"" calls with 20",2020-05-26T05:08:15.144Z,159046969515258
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T05:08:13.324Z,159046969333117
"""Stan @ lwiW-t2sVv"" calls with 20",2020-05-26T05:08:11.819Z,159046969182585
"turn: Q♥, 9♣, 4♥ [4♠]",2020-05-26T05:07:54.882Z,159046967488945
"""hongs69hd @ LhcBZogSKG"" calls with 20",2020-05-26T05:07:53.974Z,159046967398104
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T05:07:49.359Z,159046966936783
"""Stan @ lwiW-t2sVv"" calls with 20",2020-05-26T05:07:47.758Z,159046966776618
"The player ""KK @ 5QLP6000is"" stand up with the stack of 4126.",2020-05-26T05:07:45.323Z,159046966533062
"flop:  [Q♥, 9♣, 4♥]",2020-05-26T05:07:40.718Z,159046966072543
"""JX @ FyGMR6dWT2"" calls with 666",2020-05-26T05:07:39.808Z,159046965981588
"""Stan @ lwiW-t2sVv"" calls with 666",2020-05-26T05:07:37.747Z,159046965775441
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T05:07:34.388Z,159046965439581
"""KK @ 5QLP6000is"" folds",2020-05-26T05:07:32.931Z,159046965293944
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:07:11.516Z,159046963152345
"""HY @ WjguWMZ0YF"" folds",2020-05-26T05:06:59.951Z,159046961995911
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T05:06:58.495Z,159046961850233
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T05:06:54.834Z,159046961484406
"""hongs69hd @ LhcBZogSKG"" raises with 666",2020-05-26T05:06:44.592Z,159046960459997
"""JX @ FyGMR6dWT2"" posts a big blind of 20",2020-05-26T05:06:35.984Z,159046959599305
"""Stan @ lwiW-t2sVv"" posts a small blind of 10",2020-05-26T05:06:35.984Z,159046959599304
"Your hand is Q♦, 2♦",2020-05-26T05:06:35.984Z,159046959599296
"-- starting hand #64 (dealer: ""tony fan @ p3_IcGuTc5"") --",2020-05-26T05:06:35.984Z,159046959599281
"-- ending hand #63 --",2020-05-26T05:06:29.458Z,159046958946647
"""JX @ FyGMR6dWT2"" wins 1850 with Pair, Q's (hand: Q♥, J♣)",2020-05-26T05:06:29.458Z,159046958946642
"""KK @ 5QLP6000is"" checks",2020-05-26T05:06:28.546Z,159046958855469
"""JX @ FyGMR6dWT2"" checks",2020-05-26T05:06:26.643Z,159046958665055
"river: 9♦, 6♦, Q♦, 3♠ [K♣]",2020-05-26T05:06:22.236Z,159046958224285
"""KK @ 5QLP6000is"" calls with 500",2020-05-26T05:06:21.326Z,159046958133426
"""JX @ FyGMR6dWT2"" raises with 500",2020-05-26T05:06:13.311Z,159046957332135
"turn: 9♦, 6♦, Q♦ [3♠]",2020-05-26T05:06:07.383Z,159046956739005
"""KK @ 5QLP6000is"" calls with 200",2020-05-26T05:06:06.473Z,159046956648165
"""malus @ 8ncrrd9vZR"" folds",2020-05-26T05:06:05.019Z,159046956502741
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T05:06:03.550Z,159046956355730
