entry,at,order
"Your hand is Q♥, 10♦",2020-05-26T03:46:11.500Z,159046477150776
"-- starting hand #21 (dealer: ""hongs5hed @ LhcBZogSKG"") --",2020-05-26T03:46:11.500Z,159046477150764
"The player ""Dany @ lwiW-t2sVv"" joined the game with a stack of 2000.",2020-05-26T03:46:11.500Z,159046477150760
"-- ending hand #20 --",2020-05-26T03:46:04.961Z,159046476496907
"""Han @ 3hG8ljWG9A"" wins 2374 with Two Pair, 8's & 7's (hand: 8♠, K♠)",2020-05-26T03:46:04.961Z,159046476496903
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 444",2020-05-26T03:46:04.054Z,159046476406252
"""Han @ 3hG8ljWG9A"" raises with 444",2020-05-26T03:45:58.862Z,159046475887211
"river: 7♣, 2♦, 9♠, 7♥ [8♦]",2020-05-26T03:45:51.304Z,159046475131184
"""HY @ WjguWMZ0YF"" folds",2020-05-26T03:45:49.893Z,159046474990141
"""Han @ 3hG8ljWG9A"" calls with 213",2020-05-26T03:45:48.944Z,159046474895609
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:45:45.743Z,159046474575317
"""hongs5hed @ LhcBZogSKG"" folds",2020-05-26T03:45:44.280Z,159046474428731
"""(●´ω｀●) @ 9jQwvcr5lG"" raises with 213",2020-05-26T03:45:42.726Z,159046474273493
"""HY @ WjguWMZ0YF"" checks",2020-05-26T03:45:37.424Z,159046473743164
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T03:45:36.465Z,159046473647262
"""Hairuo @ 2TqO4yld6n"" checks",2020-05-26T03:45:34.616Z,159046473462357
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:45:27.020Z,159046472702870
"turn: 7♣, 2♦, 9♠ [7♥]",2020-05-26T03:45:24.003Z,159046472401184
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:45:23.095Z,159046472310317
"""HY @ WjguWMZ0YF"" checks",2020-05-26T03:45:20.372Z,159046472037933
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T03:45:19.415Z,159046471942304
"""Hairuo @ 2TqO4yld6n"" checks",2020-05-26T03:45:17.143Z,159046471714983
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:45:15.422Z,159046471542932
"flop:  [7♣, 2♦, 9♠]",2020-05-26T03:45:05.173Z,159046470518118
"""hongs5hed @ LhcBZogSKG"" calls with 200",2020-05-26T03:45:04.264Z,159046470427445
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 200",2020-05-26T03:44:43.745Z,159046468375211
"""JX @ FyGMR6dWT2"" folds",2020-05-26T03:44:39.977Z,159046467998506
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T03:44:35.233Z,159046467524095
"""Dany @ AYv-mnjXoa"" folds",2020-05-26T03:44:30.065Z,159046467007290
"""HY @ WjguWMZ0YF"" calls with 200",2020-05-26T03:44:26.793Z,159046466680728
"""Han @ 3hG8ljWG9A"" calls with 200",2020-05-26T03:44:25.832Z,159046466584293
"""Hairuo @ 2TqO4yld6n"" raises with 200",2020-05-26T03:44:19.398Z,159046465940664
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:44:12.942Z,159046465295173
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 20",2020-05-26T03:44:11.026Z,159046465103325
"The admin approved the player ""Dany @ lwiW-t2sVv"" participation with a stack of 2000.",2020-05-26T03:44:09.303Z,159046464931134
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T03:44:04.536Z,159046464454362
"""tony fan @ p3_IcGuTc5"" calls with 20",2020-05-26T03:44:03.216Z,159046464322408
"""Dany @ AYv-mnjXoa"" calls with 20",2020-05-26T03:43:58.562Z,159046463857310
"""HY @ WjguWMZ0YF"" calls with 20",2020-05-26T03:43:52.031Z,159046463203926
"""Han @ 3hG8ljWG9A"" calls with 20",2020-05-26T03:43:51.078Z,159046463108578
"""Hairuo @ 2TqO4yld6n"" posts a big blind of 20",2020-05-26T03:43:47.357Z,159046462736597
"""hongs5hed @ LhcBZogSKG"" posts a small blind of 10",2020-05-26T03:43:47.357Z,159046462736596
"Your hand is K♦, 8♥",2020-05-26T03:43:47.357Z,159046462736583
"-- starting hand #20 (dealer: ""(●´ω｀●) @ 9jQwvcr5lG"") --",2020-05-26T03:43:47.357Z,159046462736566
"-- ending hand #19 --",2020-05-26T03:43:40.833Z,159046462084056
"""(●´ω｀●) @ 9jQwvcr5lG"" wins 3174 with Flush, Ad High (hand: 9♦, 2♦)",2020-05-26T03:43:40.833Z,159046462084051
"river: 3♦, J♠, A♦, 4♦ [K♦]",2020-05-26T03:43:37.825Z,159046461783254
"""hongs5hed @ LhcBZogSKG"" shows a 2♠, 7♠.",2020-05-26T03:43:34.814Z,159046461482310
"""(●´ω｀●) @ 9jQwvcr5lG"" shows a 9♦, 2♦.",2020-05-26T03:43:34.814Z,159046461482308
"turn: 3♦, J♠, A♦ [4♦]",2020-05-26T03:43:34.814Z,159046461482301
"""(●´ω｀●) @ 9jQwvcr5lG"" calls and all in with 1377",2020-05-26T03:43:33.904Z,159046461391191
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T03:43:29.397Z,159046460940435
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:43:15.889Z,159046459589765
"""hongs5hed @ LhcBZogSKG"" raises and all in with 4527",2020-05-26T03:43:14.922Z,159046459493025
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 100",2020-05-26T03:43:05.987Z,159046458599738
"""tony fan @ p3_IcGuTc5"" raises with 100",2020-05-26T03:43:03.775Z,159046458378415
"""Hairuo @ 2TqO4yld6n"" checks",2020-05-26T03:42:55.097Z,159046457510482
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:42:52.172Z,159046457218154
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:42:49.529Z,159046456954263
"flop:  [3♦, J♠, A♦]",2020-05-26T03:42:46.104Z,159046456611107
"""hongs5hed @ LhcBZogSKG"" calls with 80",2020-05-26T03:42:45.195Z,159046456520538
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 80",2020-05-26T03:42:42.885Z,159046456289246
"""JX @ FyGMR6dWT2"" folds",2020-05-26T03:42:39.084Z,159046455909322
"""tony fan @ p3_IcGuTc5"" calls with 80",2020-05-26T03:42:36.602Z,159046455661003
"""Dany @ AYv-mnjXoa"" folds",2020-05-26T03:42:35.135Z,159046455514284
"""HY @ WjguWMZ0YF"" folds",2020-05-26T03:42:31.934Z,159046455194302
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T03:42:30.483Z,159046455049775
"""Hairuo @ 2TqO4yld6n"" raises with 80",2020-05-26T03:42:28.840Z,159046454884806
"""hongs5hed @ LhcBZogSKG"" posts a big blind of 20",2020-05-26T03:42:25.487Z,159046454549562
"""(●´ω｀●) @ 9jQwvcr5lG"" posts a small blind of 10",2020-05-26T03:42:25.487Z,159046454549561
"Your hand is K♠, 10♥",2020-05-26T03:42:25.487Z,159046454549550
"-- starting hand #19 (dealer: ""JX @ FyGMR6dWT2"") --",2020-05-26T03:42:25.487Z,159046454549536
"-- ending hand #18 --",2020-05-26T03:42:18.964Z,159046453897211
"""hongs5hed @ LhcBZogSKG"" wins 540 with Two Pair, K's & 6's (hand: K♦, 6♦)",2020-05-26T03:42:18.964Z,159046453897207
"""Dany @ AYv-mnjXoa"" calls with 20",2020-05-26T03:42:18.056Z,159046453806509
"""HY @ WjguWMZ0YF"" calls with 20",2020-05-26T03:42:14.612Z,159046453462019
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:42:10.401Z,159046453040948
"river: 2♠, 4♦, J♠, K♣ [6♥]",2020-05-26T03:42:05.184Z,159046452519160
"""hongs5hed @ LhcBZogSKG"" calls with 120",2020-05-26T03:42:04.275Z,159046452428323
"""(●´ω｀●) @ 9jQwvcr5lG"" folds",2020-05-26T03:42:01.986Z,159046452199510
"""JX @ FyGMR6dWT2"" folds",2020-05-26T03:42:00.509Z,159046452051682
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T03:41:47.972Z,159046450798098
"""Dany @ AYv-mnjXoa"" calls with 120",2020-05-26T03:41:43.449Z,159046450345722
"""HY @ WjguWMZ0YF"" raises with 120",2020-05-26T03:41:33.340Z,159046449336253
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:41:26.316Z,159046448632425
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:41:23.836Z,159046448384363
"""JX @ FyGMR6dWT2"" checks",2020-05-26T03:41:22.884Z,159046448289163
"turn: 2♠, 4♦, J♠ [K♣]",2020-05-26T03:41:19.061Z,159046447906875
"""tony fan @ p3_IcGuTc5"" checks",2020-05-26T03:41:18.153Z,159046447816202
"""Dany @ AYv-mnjXoa"" checks",2020-05-26T03:41:06.124Z,159046446613124
"""HY @ WjguWMZ0YF"" checks",2020-05-26T03:41:02.232Z,159046446223990
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:41:01.051Z,159046446106011
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:40:59.100Z,159046445910741
"""JX @ FyGMR6dWT2"" checks",2020-05-26T03:40:57.280Z,159046445728766
"flop:  [2♠, 4♦, J♠]",2020-05-26T03:40:48.965Z,159046444897287
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:40:48.056Z,159046444806512
"""JX @ FyGMR6dWT2"" calls with 20",2020-05-26T03:40:41.971Z,159046444197811
"""tony fan @ p3_IcGuTc5"" calls with 20",2020-05-26T03:40:37.746Z,159046443775389
"""Dany @ AYv-mnjXoa"" calls with 20",2020-05-26T03:40:33.011Z,159046443301910
"""HY @ WjguWMZ0YF"" calls with 20",2020-05-26T03:40:31.967Z,159046443197515
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T03:40:30.510Z,159046443051810
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:40:27.924Z,159046442793245
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:40:26.956Z,159046442696441
"""(●´ω｀●) @ 9jQwvcr5lG"" posts a big blind of 20",2020-05-26T03:40:19.753Z,159046441976241
"""JX @ FyGMR6dWT2"" posts a small blind of 10",2020-05-26T03:40:19.753Z,159046441976240
"Your hand is 8♣, 7♥",2020-05-26T03:40:19.753Z,159046441976231
"-- starting hand #18 (dealer: ""tony fan @ p3_IcGuTc5"") --",2020-05-26T03:40:19.753Z,159046441976217
"""Dany @ AYv-mnjXoa"" shows a 9♦, 10♦.",2020-05-26T03:40:15.589Z,159046441560625
"""Hairuo @ 2TqO4yld6n"" shows a J♥, 9♣.",2020-05-26T03:40:14.967Z,159046441497508
"""hongs5hed @ LhcBZogSKG"" shows a 10♥, J♣.",2020-05-26T03:40:14.347Z,159046441435667
"""HY @ WjguWMZ0YF"" shows a 2♥, A♠.",2020-05-26T03:40:14.156Z,159046441416340
"-- ending hand #17 --",2020-05-26T03:40:12.217Z,159046441222588
"""hongs5hed @ LhcBZogSKG"" gained 1796",2020-05-26T03:40:12.217Z,159046441222583
"""(●´ω｀●) @ 9jQwvcr5lG"" folds",2020-05-26T03:40:10.807Z,159046441081543
"""HY @ WjguWMZ0YF"" folds",2020-05-26T03:39:49.357Z,159046438936545
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:39:45.614Z,159046438562178
"""hongs5hed @ LhcBZogSKG"" raises and all in with 2774",2020-05-26T03:39:43.953Z,159046438396300
"""(●´ω｀●) @ 9jQwvcr5lG"" raises with 343",2020-05-26T03:39:40.674Z,159046438068165
"river: 9♠, Q♦, K♠, Q♠ [8♣]",2020-05-26T03:39:31.164Z,159046437117372
"""HY @ WjguWMZ0YF"" checks",2020-05-26T03:39:30.258Z,159046437026666
"""Hairuo @ 2TqO4yld6n"" checks",2020-05-26T03:39:19.415Z,159046435942322
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:39:17.609Z,159046435761652
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:39:15.120Z,159046435512804
"turn: 9♠, Q♦, K♠ [Q♠]",2020-05-26T03:39:12.113Z,159046435212115
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 20",2020-05-26T03:39:11.204Z,159046435121224
"""HY @ WjguWMZ0YF"" calls with 20",2020-05-26T03:39:08.839Z,159046434884703
"""Hairuo @ 2TqO4yld6n"" calls with 20",2020-05-26T03:39:06.629Z,159046434663854
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:39:04.966Z,159046434497484
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:39:01.661Z,159046434167230
"flop:  [9♠, Q♦, K♠]",2020-05-26T03:38:58.941Z,159046433895019
"""Hairuo @ 2TqO4yld6n"" calls with 250",2020-05-26T03:38:58.030Z,159046433803758
"""hongs5hed @ LhcBZogSKG"" calls with 250",2020-05-26T03:38:56.268Z,159046433627562
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 250",2020-05-26T03:38:44.443Z,159046432445048
"""JX @ FyGMR6dWT2"" folds",2020-05-26T03:38:36.782Z,159046431679052
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T03:38:34.439Z,159046431444678
"""Dany @ AYv-mnjXoa"" folds",2020-05-26T03:38:25.542Z,159046430554996
"""HY @ WjguWMZ0YF"" raises with 250",2020-05-26T03:38:19.178Z,159046429918600
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T03:38:06.362Z,159046428637046
"""Hairuo @ 2TqO4yld6n"" raises with 120",2020-05-26T03:38:04.469Z,159046428447620
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:37:59.295Z,159046427930262
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 20",2020-05-26T03:37:53.351Z,159046427335980
"""JX @ FyGMR6dWT2"" posts a big blind of 20",2020-05-26T03:37:48.873Z,159046426888113
"""tony fan @ p3_IcGuTc5"" posts a small blind of 10",2020-05-26T03:37:48.873Z,159046426888112
"Your hand is 9♥, 3♥",2020-05-26T03:37:48.873Z,159046426888103
"-- starting hand #17 (dealer: ""Dany @ AYv-mnjXoa"") --",2020-05-26T03:37:48.873Z,159046426888092
"The player ""JX @ FyGMR6dWT2"" joined the game with a stack of 2000.",2020-05-26T03:37:48.873Z,159046426888091
"The player ""Dany @ lwiW-t2sVv"" quits the game with a stack of 0.",2020-05-26T03:37:48.873Z,159046426888086
"-- ending hand #16 --",2020-05-26T03:37:42.342Z,159046426236904
"""hongs5hed @ LhcBZogSKG"" wins 508 with Pair, K's (hand: K♦, 9♠)",2020-05-26T03:37:42.342Z,159046426236902
"""Han @ 3hG8ljWG9A"" wins 3790 with Pair, K's (hand: A♥, K♣)",2020-05-26T03:37:42.342Z,159046426236895
"river: K♥, 7♠, J♥, 3♣ [10♣]",2020-05-26T03:37:39.328Z,159046425933530
"""hongs5hed @ LhcBZogSKG"" shows a K♦, 9♠.",2020-05-26T03:37:36.310Z,159046425631813
"""Dany @ lwiW-t2sVv"" shows a J♣, 9♥.",2020-05-26T03:37:36.310Z,159046425631812
"""Han @ 3hG8ljWG9A"" shows a A♥, K♣.",2020-05-26T03:37:36.310Z,159046425631810
"turn: K♥, 7♠, J♥ [3♣]",2020-05-26T03:37:36.310Z,159046425631806
"""HY @ WjguWMZ0YF"" folds",2020-05-26T03:37:34.895Z,159046425490278
"""Han @ 3hG8ljWG9A"" calls and all in with 1060",2020-05-26T03:37:33.939Z,159046425394901
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:37:31.672Z,159046425168076
"""hongs5hed @ LhcBZogSKG"" calls with 1314",2020-05-26T03:37:30.705Z,159046425072807
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T03:37:27.786Z,159046424779346
"""Dany @ lwiW-t2sVv"" raises and all in with 1314",2020-05-26T03:37:25.753Z,159046424576216
"flop:  [K♥, 7♠, J♥]",2020-05-26T03:37:19.186Z,159046423919418
"""hongs5hed @ LhcBZogSKG"" calls with 100",2020-05-26T03:37:18.269Z,159046423827751
"""tony fan @ p3_IcGuTc5"" calls with 100",2020-05-26T03:37:16.205Z,159046423621246
"""Dany @ lwiW-t2sVv"" calls with 100",2020-05-26T03:37:12.431Z,159046423243844
"""Dany @ AYv-mnjXoa"" folds",2020-05-26T03:37:10.975Z,159046423098258
"""HY @ WjguWMZ0YF"" calls with 100",2020-05-26T03:37:05.235Z,159046422524302
"""Han @ 3hG8ljWG9A"" calls with 100",2020-05-26T03:37:04.278Z,159046422429277
"""Hairuo @ 2TqO4yld6n"" raises with 100",2020-05-26T03:37:02.034Z,159046422204238
"The admin approved the player ""JX @ FyGMR6dWT2"" participation with a stack of 2000.",2020-05-26T03:36:53.217Z,159046421322483
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:36:46.532Z,159046420653923
"""(●´ω｀●) @ 9jQwvcr5lG"" folds",2020-05-26T03:36:44.506Z,159046420451384
"""tony fan @ p3_IcGuTc5"" calls with 20",2020-05-26T03:36:28.395Z,159046418840201
"""Dany @ lwiW-t2sVv"" posts a big blind of 20",2020-05-26T03:36:24.397Z,159046418440726
"""Dany @ AYv-mnjXoa"" posts a small blind of 10",2020-05-26T03:36:24.397Z,159046418440725
"Your hand is 4♣, A♣",2020-05-26T03:36:24.397Z,159046418440718
"-- starting hand #16 (dealer: ""HY @ WjguWMZ0YF"") --",2020-05-26T03:36:24.397Z,159046418440694
"""Han @ 3hG8ljWG9A"" shows a Q♠, 4♥.",2020-05-26T03:36:20.383Z,159046418039129
"-- ending hand #15 --",2020-05-26T03:36:16.842Z,159046417685078
"""(●´ω｀●) @ 9jQwvcr5lG"" wins 1570 with Two Pair, A's & 8's (hand: A♦, 8♦)",2020-05-26T03:36:16.842Z,159046417685074
"""hongs5hed @ LhcBZogSKG"" calls with 400",2020-05-26T03:36:15.932Z,159046417594032
"""(●´ω｀●) @ 9jQwvcr5lG"" raises with 400",2020-05-26T03:36:14.512Z,159046417452072
"river: J♥, A♣, 8♠, 2♥ [9♣]",2020-05-26T03:36:07.768Z,159046416777552
"""hongs5hed @ LhcBZogSKG"" calls with 159",2020-05-26T03:36:06.861Z,159046416686888
"""(●´ω｀●) @ 9jQwvcr5lG"" raises with 159",2020-05-26T03:36:05.189Z,159046416519694
"turn: J♥, A♣, 8♠ [2♥]",2020-05-26T03:35:58.855Z,159046415886192
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:35:57.947Z,159046415795475
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:35:55.990Z,159046415599773
"flop:  [J♥, A♣, 8♠]",2020-05-26T03:35:52.481Z,159046415249444
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T03:35:51.070Z,159046415107787
"""Dany @ lwiW-t2sVv"" folds",2020-05-26T03:35:47.340Z,159046414734742
"""Dany @ AYv-mnjXoa"" folds",2020-05-26T03:35:25.894Z,159046412590248
"""HY @ WjguWMZ0YF"" folds",2020-05-26T03:35:22.925Z,159046412293318
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T03:35:21.473Z,159046412148067
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:35:20.022Z,159046412002953
"""hongs5hed @ LhcBZogSKG"" calls with 191",2020-05-26T03:35:11.371Z,159046411137884
"""(●´ω｀●) @ 9jQwvcr5lG"" raises with 191",2020-05-26T03:35:09.372Z,159046410938025
"""tony fan @ p3_IcGuTc5"" calls with 20",2020-05-26T03:35:04.432Z,159046410444038
"""Dany @ lwiW-t2sVv"" calls with 20",2020-05-26T03:35:02.335Z,159046410234533
"""Dany @ AYv-mnjXoa"" posts a big blind of 20",2020-05-26T03:35:00.939Z,159046410094802
"""HY @ WjguWMZ0YF"" posts a small blind of 10",2020-05-26T03:35:00.939Z,159046410094801
"Your hand is 5♠, K♥",2020-05-26T03:35:00.939Z,159046410094794
"-- starting hand #15 (dealer: ""Han @ 3hG8ljWG9A"") --",2020-05-26T03:35:00.939Z,159046410094772
"""(●´ω｀●) @ 9jQwvcr5lG"" shows a 6♣, Q♣.",2020-05-26T03:34:58.677Z,159046409868475
"""hongs5hed @ LhcBZogSKG"" shows a 5♣, Q♦.",2020-05-26T03:34:57.400Z,159046409740902
"""Han @ 3hG8ljWG9A"" shows a 9♥, 10♠.",2020-05-26T03:34:54.458Z,159046409446566
"""Dany @ lwiW-t2sVv"" shows a A♣, K♥.",2020-05-26T03:34:53.783Z,159046409379165
"""Hairuo @ 2TqO4yld6n"" shows a 5♦, 7♦.",2020-05-26T03:34:53.037Z,159046409305303
"-- ending hand #14 --",2020-05-26T03:34:52.407Z,159046409241512
"""Hairuo @ 2TqO4yld6n"" gained 550",2020-05-26T03:34:52.407Z,159046409241508
"""hongs5hed @ LhcBZogSKG"" folds",2020-05-26T03:34:50.995Z,159046409100341
"""(●´ω｀●) @ 9jQwvcr5lG"" folds",2020-05-26T03:34:48.727Z,159046408873388
"""Hairuo @ 2TqO4yld6n"" raises with 275",2020-05-26T03:34:45.934Z,159046408594144
"""hongs5hed @ LhcBZogSKG"" checks",2020-05-26T03:34:42.776Z,159046408278403
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:34:41.051Z,159046408106005
"flop:  [7♠, A♥, 8♣]",2020-05-26T03:34:34.923Z,159046407492996
"""hongs5hed @ LhcBZogSKG"" calls with 160",2020-05-26T03:34:34.012Z,159046407401958
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 160",2020-05-26T03:34:31.870Z,159046407188259
"""tony fan @ p3_IcGuTc5"" folds",2020-05-26T03:34:27.843Z,159046406785054
"""Dany @ lwiW-t2sVv"" folds",2020-05-26T03:34:20.244Z,159046406025210
"""HY @ WjguWMZ0YF"" folds",2020-05-26T03:33:58.786Z,159046403879410
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T03:33:57.332Z,159046403734199
"""Hairuo @ 2TqO4yld6n"" raises with 160",2020-05-26T03:33:55.536Z,159046403554409
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:33:49.600Z,159046402961125
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 20",2020-05-26T03:33:47.150Z,159046402715735
"""tony fan @ p3_IcGuTc5"" calls with 20",2020-05-26T03:33:44.595Z,159046402460338
"""Dany @ lwiW-t2sVv"" calls with 20",2020-05-26T03:33:32.568Z,159046401257553
"""Dany @ AYv-mnjXoa"" folds",2020-05-26T03:33:31.076Z,159046401108441
"""HY @ WjguWMZ0YF"" posts a big blind of 20",2020-05-26T03:33:18.528Z,159046399853700
"""Han @ 3hG8ljWG9A"" posts a small blind of 10",2020-05-26T03:33:18.528Z,159046399853699
"Your hand is 9♠, 10♥",2020-05-26T03:33:18.528Z,159046399853691
"-- starting hand #14 (dealer: ""Hairuo @ 2TqO4yld6n"") --",2020-05-26T03:33:18.528Z,159046399853674
"The admin updated the player ""Hairuo @ 2TqO4yld6n"" stack from 895 to 1915.",2020-05-26T03:33:18.528Z,159046399853669
"-- ending hand #13 --",2020-05-26T03:33:15.013Z,159046399502180
"""tony fan @ p3_IcGuTc5"" gained 1732",2020-05-26T03:33:15.013Z,159046399502174
"""Dany @ lwiW-t2sVv"" folds",2020-05-26T03:33:13.604Z,159046399361229
"turn: Q♣, Q♠, 3♥ [7♦]",2020-05-26T03:33:06.794Z,159046398680176
"""Dany @ lwiW-t2sVv"" calls with 786",2020-05-26T03:33:05.886Z,159046398589316
"""Han @ 3hG8ljWG9A"" folds",2020-05-26T03:33:04.427Z,159046398443404
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:33:01.786Z,159046398179372
"""hongs5hed @ LhcBZogSKG"" folds",2020-05-26T03:32:59.522Z,159046397953010
"""(●´ω｀●) @ 9jQwvcr5lG"" folds",2020-05-26T03:32:58.063Z,159046397807082
"""tony fan @ p3_IcGuTc5"" raises with 786",2020-05-26T03:32:56.330Z,159046397633844
"""Dany @ lwiW-t2sVv"" raises with 403",2020-05-26T03:32:50.533Z,159046397054113
"WARNING: the admin queued the stack change for the player ""Hairuo @ 2TqO4yld6n"" to 1915 in the next hand.",2020-05-26T03:32:49.777Z,159046396978488
"""Han @ 3hG8ljWG9A"" calls with 20",2020-05-26T03:32:33.242Z,159046395324944
"""Hairuo @ 2TqO4yld6n"" raises with 20",2020-05-26T03:32:28.553Z,159046394856025
"flop:  [Q♣, Q♠, 3♥]",2020-05-26T03:32:23.368Z,159046394337542
"""Han @ 3hG8ljWG9A"" checks",2020-05-26T03:32:22.457Z,159046394246491
"""Hairuo @ 2TqO4yld6n"" calls with 20",2020-05-26T03:32:19.901Z,159046393990795
"""hongs5hed @ LhcBZogSKG"" calls with 20",2020-05-26T03:32:16.753Z,159046393676071
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 20",2020-05-26T03:32:15.234Z,159046393524490
"""tony fan @ p3_IcGuTc5"" calls with 20",2020-05-26T03:32:10.496Z,159046393050382
"""Dany @ lwiW-t2sVv"" calls with 20",2020-05-26T03:32:01.465Z,159046392147283
"""Dany @ AYv-mnjXoa"" folds",2020-05-26T03:31:59.827Z,159046391983549
"""HY @ WjguWMZ0YF"" folds",2020-05-26T03:31:55.202Z,159046391521215
"""Han @ 3hG8ljWG9A"" posts a big blind of 20",2020-05-26T03:31:52.781Z,159046391278984
"""Hairuo @ 2TqO4yld6n"" posts a small blind of 10",2020-05-26T03:31:52.781Z,159046391278982
"Your hand is Q♦, 3♣",2020-05-26T03:31:52.781Z,159046391278976
"-- starting hand #13 (dealer: ""hongs5hed @ LhcBZogSKG"") --",2020-05-26T03:31:52.781Z,159046391278961
"""Hairuo @ 2TqO4yld6n"" shows a A♦, 4♥.",2020-05-26T03:31:49.922Z,159046390993048
"-- ending hand #12 --",2020-05-26T03:31:45.230Z,159046390523804
"""Dany @ lwiW-t2sVv"" wins 610 with Two Pair, Q's & 6's (hand: Q♣, 2♥)",2020-05-26T03:31:45.230Z,159046390523803
"""Dany @ AYv-mnjXoa"" wins 610 with Two Pair, Q's & 6's (hand: 10♦, Q♥)",2020-05-26T03:31:45.230Z,159046390523799
"""Dany @ AYv-mnjXoa"" calls with 20",2020-05-26T03:31:44.320Z,159046390432772
"""(●´ω｀●) @ 9jQwvcr5lG"" calls with 20",2020-05-26T03:31:38.616Z,159046389862343
"""Dany @ lwiW-t2sVv"" calls with 20",2020-05-26T03:31:36.287Z,159046389629511
"""Dany @ AYv-mnjXoa"" checks",2020-05-26T03:31:29.103Z,159046388910967
"river: K♠, 6♦, 7♠, 6♠ [Q♦]",2020-05-26T03:31:24.879Z,159046388488703
"""(●´ω｀●) @ 9jQwvcr5lG"" checks",2020-05-26T03:31:23.971Z,159046388397800
"""Dany @ lwiW-t2sVv"" checks",2020-05-26T03:31:21.919Z,159046388192712
"""Dany @ AYv-mnjXoa"" checks",2020-05-26T03:31:20.954Z,159046388096084
"turn: K♠, 6♦, 7♠ [6♠]",2020-05-26T03:31:14.394Z,159046387440119
"""Dany @ lwiW-t2sVv"" calls with 220",2020-05-26T03:31:13.487Z,159046387349526
"""Dany @ AYv-mnjXoa"" calls with 220",2020-05-26T03:30:57.715Z,159046385772212
"""Hairuo @ 2TqO4yld6n"" folds",2020-05-26T03:30:49.873Z,159046384988095
"""hongs5hed @ LhcBZogSKG"" folds",2020-05-26T03:30:41.955Z,159046384196460
"""(●´ω｀●) @ 9jQwvcr5lG"" raises with 220",2020-05-26T03:30:34.449Z,159046383445652
"""Dany @ lwiW-t2sVv"" checks",2020-05-26T03:30:27.749Z,159046382775592
"""Dany @ AYv-mnjXoa"" checks",2020-05-26T03:30:23.268Z,159046382327508
